blueTop,blueJungle,blueMid,blueADC,blueSupport,redTop,redJungle,redMid,redADC,redSupport,blueWin
Yasuo,Hecarim,Sylas,Lucian,Nami,XinZhao,Nidalee,Orianna,Caitlyn,Alistar,0
Ambessa,RekSai,Lux,Ezreal,Alistar,Darius,Viego,Ahri,Sivir,Neeko,1
Rumble,RekSai,Xerath,Jhin,Karma,Ryze,Kindred,Mel,Sivir,Neeko,1
Vayne,Ambessa,Akali,Tristana,Alistar,Jayce,Sylas,TwistedFate,Smolder,Shen,0
MonkeyKing,LeeSin,Ahri,MissFortune,Pyke,Kled,Elise,Yasuo,Ezreal,Seraphine,0
KSante,RekSai,Orianna,Ezreal,Thresh,Singed,LeeSin,Talon,MissFortune,Blitzcrank,0
Orianna,Vi,Yasuo,Jhin,Elise,Poppy,Nidalee,Pantheon,Smolder,Leona,0
Nasus,Shaco,AurelionSol,Kaisa,Qiyana,Vladimir,Naafiri,Orianna,Lucian,Yuumi,0
Chogath,Naafiri,Ahri,Sivir,Rakan,Jayce,Qiyana,Anivia,Ezreal,Poppy,0
Kennen,JarvanIV,Tryndamere,Jinx,Karma,Yone,Vi,Viktor,Caitlyn,Bard,1
Quinn,Graves,Ahri,Jinx,Nautilus,Ornn,Qiyana,Cassiopeia,Corki,Blitzcrank,1
Fiora,LeeSin,Katarina,Jinx,Leona,Renekton,Graves,Taliyah,Ashe,Seraphine,1
Yone,Viego,Anivia,Caitlyn,Karma,Ambessa,Vi,Ahri,Ezreal,Bard,0
Shen,Viego,Yone,Varus,Neeko,Jax,Vi,Taliyah,Kaisa,Singed,1
Vayne,Viego,Zoe,Ezreal,Leona,Ryze,Gragas,Talon,Jinx,Karma,1
Warwick,LeeSin,Azir,Ashe,Seraphine,Singed,Naafiri,Aurora,Ezreal,Karma,1
Shen,LeeSin,Taliyah,Kaisa,Bard,Yone,Jayce,Galio,Jhin,Zac,0
Yone,Elise,Zed,Cassiopeia,TahmKench,Olaf,Pantheon,Aurora,Kaisa,Senna,1
Sion,Nocturne,FiddleSticks,Ashe,Maokai,KSante,Nidalee,Aurora,Varus,Milio,1
DrMundo,LeeSin,Ryze,Kaisa,Swain,Gangplank,Hecarim,Aurora,Jhin,Maokai,0
Sion,Shaco,Anivia,Kaisa,Blitzcrank,Yasuo,Graves,Mel,Varus,Lux,1
Rumble,Graves,Irelia,Brand,Zilean,KSante,Zac,Akali,Kaisa,Karma,0
Garen,Zac,Ryze,Kaisa,Alistar,Ornn,Kindred,Brand,Jhin,Poppy,0
Jax,DrMundo,TwistedFate,Ezreal,Karma,Gragas,Viego,Ryze,Kaisa,Nautilus,1
Kayle,LeeSin,Taliyah,Varus,Bard,Yone,Skarner,Ryze,Kaisa,Rakan,0
Irelia,Kindred,Lissandra,Kaisa,Shaco,Mordekaiser,JarvanIV,Ekko,Varus,Karma,0
Rumble,LeeSin,Zed,Lucian,Pantheon,XinZhao,Evelynn,Fizz,Kaisa,Rakan,0
Ambessa,LeeSin,Orianna,Ezreal,Braum,Camille,JarvanIV,Akali,Jinx,Karma,1
Yorick,Zac,TwistedFate,Smolder,Sylas,Vayne,Qiyana,Ekko,Jhin,Thresh,1
Olaf,Ekko,Syndra,Tristana,Anivia,Riven,LeeSin,Taliyah,Ashe,Lulu,1
Pantheon,Jayce,Xerath,Senna,Alistar,Poppy,Hecarim,KogMaw,Ezreal,Braum,1
Skarner,Talon,TwistedFate,Ezreal,Bard,Renekton,DrMundo,Ahri,Kaisa,Shaco,1
Gwen,Nocturne,Talon,Kaisa,Sylas,Jax,Ambessa,Chogath,Swain,Senna,0
KSante,Sylas,Yone,Varus,Blitzcrank,Ambessa,LeeSin,Zed,Seraphine,Nautilus,1
Anivia,Malphite,Jayce,Aphelios,Nautilus,Aatrox,Ekko,Akshan,Kaisa,Sona,1
Rumble,MasterYi,Ekko,Ezreal,Karma,Gragas,Nidalee,Akshan,Xayah,Qiyana,0
Camille,XinZhao,Galio,Varus,Senna,Gragas,Graves,Corki,Mel,Ezreal,1
Aurora,Sylas,Jayce,Kaisa,Karma,KSante,Karthus,Ryze,Ezreal,Thresh,1
Illaoi,Brand,Corki,Ezreal,Seraphine,Camille,Viego,Galio,Yunara,Lulu,1
TahmKench,MonkeyKing,Smolder,Ezreal,Braum,KSante,Aatrox,Akshan,Kaisa,Galio,0
Gnar,Nocturne,Aurora,Jhin,Nautilus,Shyvana,Graves,Ryze,Ezreal,Elise,0
Rumble,LeeSin,Garen,Ezreal,Braum,Olaf,JarvanIV,Mordekaiser,MissFortune,Rakan,0
Gwen,FiddleSticks,Smolder,Kaisa,Mel,Yone,JarvanIV,Ahri,Aphelios,Thresh,0
Jax,Graves,Seraphine,Jhin,Nautilus,Kennen,LeeSin,Zilean,Aphelios,Nami,1
Olaf,Naafiri,Veigar,Sivir,Taric,Shen,MasterYi,Diana,Jinx,Lulu,1
Kled,Belveth,Akali,AurelionSol,Nautilus,Vayne,Talon,Cassiopeia,Caitlyn,Braum,1
Jax,Jayce,Galio,Jhin,Shaco,Gragas,Zyra,Zoe,Yunara,Nautilus,1
Jax,Vi,Galio,Yunara,Braum,Kled,Rengar,Ekko,Jhin,Thresh,1
Camille,LeeSin,Taliyah,Yunara,Alistar,Gwen,Vi,Ahri,Sivir,Thresh,1
Vayne,Ambessa,Orianna,Ezreal,Alistar,Singed,Briar,Yone,Jhin,Pantheon,1
Teemo,RekSai,Ryze,Lucian,Morgana,Rumble,Shen,Azir,Ezreal,Thresh,1
Ambessa,LeeSin,Anivia,Ezreal,Thresh,Qiyana,RekSai,Aurora,Ashe,Seraphine,1
Urgot,JarvanIV,Swain,Aphelios,Braum,Sion,Hecarim,Ahri,Jinx,Thresh,0
Ambessa,Qiyana,Syndra,Jinx,Thresh,Camille,Kindred,Orianna,Ezreal,Bard,0
Gangplank,Hecarim,Mel,Kaisa,Leona,Vladimir,Qiyana,Zoe,Ezreal,Pyke,1
Volibear,Qiyana,Ahri,Jhin,Pantheon,Tryndamere,Zyra,Katarina,Yunara,Nautilus,0
Rumble,Graves,TwistedFate,Jhin,Rell,Kennen,LeeSin,Qiyana,Ashe,Rakan,1
Varus,Qiyana,Mel,MissFortune,Janna,Yasuo,Graves,Katarina,Singed,Shen,0
Zaahen,Qiyana,Mel,Ezreal,Bard,Kennen,Trundle,Talon,Jhin,Xerath,1
Gangplank,Graves,Katarina,Sivir,Nautilus,Kayle,Vi,Ekko,Jinx,Bard,0
Akali,Graves,Qiyana,Jhin,Bard,Olaf,Sylas,Zed,Kaisa,Rakan,0
Vayne,LeeSin,Lissandra,Lucian,Shaco,KSante,Fizz,Qiyana,Ezreal,Leona,0
Olaf,Diana,Qiyana,Jinx,Nautilus,Garen,Khazix,Viktor,Ashe,Seraphine,1
Irelia,LeeSin,Fizz,Xayah,Braum,Yone,Vi,Galio,Yunara,Rakan,1
Zaahen,LeeSin,Ryze,Samira,Maokai,Urgot,Skarner,Annie,Jhin,Alistar,0
Skarner,Malphite,Mel,Senna,Braum,Illaoi,Qiyana,TwistedFate,Kaisa,Nautilus,1
Urgot,Graves,Orianna,Ashe,Braum,Zac,Talon,Ahri,Ezreal,Seraphine,0
Vayne,Warwick,Viktor,Kaisa,Leona,Olaf,Evelynn,Talon,Sivir,Karma,1
Yorick,Naafiri,Talon,Ziggs,Qiyana,Chogath,Evelynn,Mel,Ezreal,Bard,1
Yasuo,Qiyana,Ryze,Kalista,Pyke,Lissandra,Vi,Syndra,Jhin,Trundle,1
Yone,FiddleSticks,Viktor,Ezreal,JarvanIV,Shen,Shyvana,Qiyana,Yunara,Lulu,0
Mordekaiser,Nasus,Qiyana,Draven,Alistar,Gangplank,Nidalee,Katarina,Lucian,JarvanIV,0
Pantheon,Sylas,Ryze,Tristana,Rakan,FiddleSticks,Talon,Qiyana,Aphelios,Thresh,0
Vayne,LeeSin,TwistedFate,Ezreal,Karma,Malphite,Karthus,Qiyana,Jinx,Nautilus,1
Gnar,LeeSin,Yone,Ezreal,Sona,Sylas,Karthus,Orianna,Jinx,Yuumi,1
Camille,LeeSin,Viktor,Xayah,Rakan,Gragas,Viego,Taliyah,Yunara,Lulu,1
Zaahen,Kayn,Anivia,Sivir,Rakan,Qiyana,Viego,MasterYi,Ezreal,Nami,0
Rumble,XinZhao,Ahri,Aphelios,Braum,Darius,Khazix,Naafiri,Jhin,Elise,1
Rumble,Diana,Yasuo,Kaisa,Pyke,Kled,Nunu,Talon,Corki,Yuumi,1
Akali,Ambessa,Cassiopeia,Yunara,Sona,Rumble,Belveth,FiddleSticks,Jhin,Zyra,1
Rumble,Viego,Ryze,Ezreal,Neeko,Ambessa,XinZhao,Orianna,Varus,Karma,1
Fiora,LeeSin,Ryze,Kaisa,Neeko,Darius,Pantheon,Talon,Cassiopeia,Karma,1
Garen,JarvanIV,Aurora,Cassiopeia,Nautilus,Akali,Sylas,Yasuo,Ashe,Seraphine,0
Zaahen,Zac,Xerath,Yunara,Karma,Mordekaiser,Ambessa,Leblanc,Ezreal,Nidalee,0
Mordekaiser,JarvanIV,Aurora,Corki,Karma,Teemo,Talon,Ryze,Ezreal,Elise,1
Jayce,Nunu,Neeko,Senna,TahmKench,Rumble,Pantheon,Galio,Draven,Alistar,1
Ornn,Ambessa,Orianna,Draven,Karma,Sion,Taliyah,Jayce,Ezreal,Nautilus,1
Aatrox,Nocturne,FiddleSticks,Yunara,Yuumi,Ambessa,Zac,Galio,Kaisa,Nautilus,0
Vayne,Trundle,Aurora,Draven,Renata,Darius,Nocturne,Anivia,Caitlyn,Karma,1
Ornn,LeeSin,Orianna,Yunara,Leona,Mordekaiser,Zyra,Tristana,Ezreal,Karma,1
Irelia,LeeSin,Syndra,Lucian,Heimerdinger,Warwick,Nidalee,Jayce,Kaisa,Rell,0
DrMundo,Belveth,Zaahen,Ezreal,Blitzcrank,Garen,Nidalee,Katarina,Ashe,Braum,0
Vladimir,LeeSin,Anivia,Jinx,Lulu,KSante,Sylas,Jayce,Yunara,Blitzcrank,1
Rumble,Briar,Aurora,Lucian,Leona,Singed,JarvanIV,Ornn,Varus,Karma,0
Poppy,Nidalee,Zoe,Kaisa,Blitzcrank,Kennen,Graves,Sylas,Ezreal,Karma,1
Sion,Graves,Diana,Ashe,Lulu,Zaahen,LeeSin,Jayce,Ziggs,Thresh,0
Vayne,Shaco,Swain,Jhin,Morgana,Caitlyn,Vi,Sylas,Lucian,Taric,1
Sion,Vi,Corki,Kaisa,Neeko,Teemo,Qiyana,Galio,Ezreal,Karma,1
Warwick,JarvanIV,Syndra,MissFortune,Nautilus,Jax,Ekko,Zoe,Ezreal,Karma,0
Kled,Vi,Sylas,Sivir,Lulu,Yasuo,Shen,Akali,Kaisa,Taric,0
Ornn,LeeSin,Syndra,Kaisa,Nautilus,KSante,JarvanIV,Yasuo,Jhin,Blitzcrank,1
Akali,Briar,Neeko,Yunara,Lulu,Tryndamere,Vi,Syndra,Varus,Anivia,0
Zaahen,Ambessa,TwistedFate,Yunara,Leblanc,Lissandra,Shyvana,Mel,Aphelios,Pyke,1
Ryze,Karthus,Akshan,Aphelios,Rell,Galio,Graves,Diana,Kaisa,Trundle,1
Skarner,Jayce,Diana,Sivir,Soraka,Aatrox,LeeSin,Orianna,Caitlyn,Nautilus,0
Varus,Kindred,Ryze,Jhin,Braum,KSante,Karthus,Naafiri,Seraphine,Blitzcrank,0
Kennen,Zyra,Talon,MissFortune,Rell,Jayce,Graves,Garen,Seraphine,Alistar,1
Ambessa,RekSai,Katarina,Samira,Nautilus,Cassiopeia,LeeSin,Zed,Ezreal,Poppy,1
Darius,Volibear,Hwei,Varus,Leona,KSante,Nunu,Singed,Ezreal,Elise,0
KSante,LeeSin,Ahri,Jinx,Lulu,Aatrox,JarvanIV,Xerath,Ezreal,Rakan,1
Sion,Graves,Vladimir,Sivir,Renata,Yone,Pantheon,Ryze,Kaisa,Maokai,0
Akali,Pantheon,Zoe,MissFortune,Bard,Olaf,Talon,TwistedFate,Ezreal,Braum,1
Malphite,Belveth,Lissandra,Ezreal,Jax,Sion,Nidalee,Aurora,Jhin,Janna,0
DrMundo,FiddleSticks,Sion,Caitlyn,Thresh,Gwen,Qiyana,Galio,Varus,Leona,1
Malzahar,Kindred,Zoe,Jinx,Nautilus,Sion,Graves,Orianna,Ezreal,Bard,0
Yorick,Viego,Aurora,Tristana,Elise,Udyr,Kayn,Jayce,Mel,Zoe,1
Anivia,Karthus,Yone,Ashe,Bard,KSante,RekSai,Mel,Lucian,Yuumi,0
Malphite,Kindred,Ryze,Sivir,Yuumi,Sylas,Taliyah,Qiyana,Ashe,Maokai,1
Irelia,Vi,Ahri,Sivir,Yuumi,Renekton,RekSai,Mel,Kaisa,Nami,1
Naafiri,Ambessa,Swain,Sivir,Yuumi,Teemo,Graves,Ahri,Jhin,Karma,1
Nasus,RekSai,Akshan,Mel,Sona,Yone,Qiyana,Akali,Sivir,Karma,0
Vayne,Olaf,Galio,Sivir,Yuumi,Ornn,Belveth,Ryze,Yunara,Elise,0
Quinn,Viego,FiddleSticks,Varus,Zilean,Ornn,LeeSin,Yone,Cassiopeia,Yuumi,0
Yone,Graves,Annie,Aphelios,Karma,Irelia,JarvanIV,Taliyah,Zeri,Yuumi,1
Darius,Graves,Syndra,Ashe,Nautilus,KSante,Zac,Akshan,Sivir,Yuumi,1
KSante,Graves,Mel,Kaisa,Nautilus,Corki,Evelynn,TwistedFate,Xayah,Senna,0
Sion,Evelynn,Yone,Ziggs,Karma,DrMundo,Ambessa,Akali,Ezreal,Zoe,1
Jax,XinZhao,TwistedFate,Xayah,Rakan,Kennen,Viego,Malphite,Kaisa,Poppy,1
KSante,Briar,Fizz,Ezreal,Karma,Vayne,Evelynn,Zed,Jhin,Camille,1
Poppy,Graves,Aurora,Jinx,Lulu,Yone,Evelynn,Tryndamere,Ashe,Seraphine,1
Zaahen,Talon,TwistedFate,Kaisa,Elise,Jax,Evelynn,Tristana,Ezreal,Braum,0
Teemo,Evelynn,Hwei,Jhin,Qiyana,Singed,Pantheon,Yone,Mel,Nautilus,1
Rumble,Diana,Yasuo,Jinx,Karma,Ambessa,Evelynn,Yone,Yunara,Rakan,1
Ryze,Aatrox,Yone,Mel,Sejuani,Vayne,LeeSin,Malphite,Jhin,Anivia,0
Warwick,Ambessa,Anivia,Mel,Nautilus,Fiora,Evelynn,Galio,Ashe,Seraphine,0
Singed,Viego,Ryze,Yunara,Lulu,Camille,Pantheon,Mel,Ezreal,Rell,1
Rumble,Shaco,Xerath,Yunara,Pantheon,Garen,Graves,Ekko,Ezreal,Rakan,1
Mordekaiser,Hecarim,Talon,Kaisa,Zilean,Illaoi,Shyvana,Ekko,Xayah,Soraka,1
Aatrox,Sylas,Xerath,Twitch,Taric,Jayce,Shaco,Syndra,Corki,Maokai,0
Pantheon,Graves,Hwei,Ezreal,Karma,Tryndamere,Ambessa,Ekko,Jhin,Taric,1
Renekton,LeeSin,Ryze,Jinx,Thresh,Jayce,Zyra,Galio,Ezreal,Pantheon,0
Varus,Talon,Akali,Kalista,Maokai,Irelia,Belveth,Viktor,Kaisa,Nautilus,0
Ambessa,Nidalee,Katarina,Ezreal,Seraphine,Gnar,Talon,Viktor,Jhin,Karma,1
Gnar,Talon,Xerath,Aphelios,Poppy,Ambessa,LeeSin,Belveth,Jhin,Bard,0
Ambessa,Hecarim,Veigar,Ashe,Zilean,Karma,Talon,Fizz,Varus,Pantheon,1
Riven,Ekko,Neeko,Kalista,Thresh,Gnar,Talon,Katarina,Sivir,Morgana,1
KSante,Talon,Aurora,Aphelios,Lulu,Gangplank,Ambessa,Sion,Ezreal,Bard,1
Zaahen,Talon,Syndra,Varus,Blitzcrank,Shyvana,Kayn,Orianna,Yunara,Braum,1
Renekton,Talon,Aurora,Kaisa,Nautilus,Corki,Sylas,Irelia,Yunara,Braum,1
Malphite,Talon,Ryze,Yunara,Trundle,Sion,LeeSin,Lissandra,Ashe,Seraphine,0
Karthus,Vi,Ahri,MissFortune,Morgana,Lissandra,Talon,Leblanc,Ezreal,Karma,1
Jax,Talon,Aurora,Varus,Nautilus,Fiora,RekSai,Viktor,Ezreal,Zoe,0
MonkeyKing,LeeSin,Galio,Kalista,Nautilus,Velkoz,Vi,Vex,Ezreal,Karma,0
Sion,Sylas,Aatrox,Yunara,Senna,Yone,Zaahen,Galio,Smolder,Heimerdinger,0
Darius,XinZhao,Viktor,Xayah,Heimerdinger,Yasuo,Briar,KSante,Kaisa,Maokai,1
Rumble,Pantheon,Twitch,Ashe,Seraphine,Fiora,XinZhao,Malzahar,Jhin,Bard,1
Gnar,Viego,Fizz,Jhin,Swain,Malphite,Elise,Akshan,Yunara,Leona,0
Ambessa,Viego,Ryze,Yunara,Alistar,Naafiri,Briar,Vex,Kaisa,Nautilus,0
Jayce,MasterYi,Aurora,Ashe,Blitzcrank,Ambessa,Qiyana,Diana,Varus,Braum,1
Lissandra,Zac,Tristana,MissFortune,Pyke,Akali,Graves,Sion,Jhin,Bard,0
Yasuo,Graves,Galio,Jinx,Nautilus,Kennen,Viego,Lissandra,Yunara,Alistar,0
Ambessa,XinZhao,Azir,Yunara,Rakan,Gwen,LeeSin,Orianna,Ezreal,Poppy,1
Ambessa,Graves,Zac,Yunara,Nautilus,Shen,Briar,Zoe,Ezreal,Anivia,0
Rumble,Belveth,Qiyana,Sivir,Leona,Jayce,JarvanIV,Vex,AurelionSol,Alistar,0
Aurora,Viego,Ambessa,Kaisa,Rammus,Irelia,Nocturne,Galio,Sivir,Neeko,0
Renekton,Khazix,Corki,Mel,Rammus,KSante,Ambessa,XinZhao,Lucian,Nami,1
Ambessa,JarvanIV,Lissandra,Yunara,Lulu,Gnar,Pantheon,Hwei,Corki,Karma,0
Garen,FiddleSticks,Ahri,Jhin,Seraphine,Ambessa,Zac,Vladimir,Twitch,Pyke,0
Warwick,Skarner,Sylas,Jinx,Kennen,Aurora,Khazix,Talon,Yunara,Nautilus,1
Gnar,Belveth,Vladimir,Ezreal,Karma,Akali,Ambessa,Aurora,MissFortune,Anivia,0
Irelia,Ivern,Azir,Ezreal,Karma,Jax,Jayce,Yone,Xerath,Leona,0
Jayce,XinZhao,Zyra,KogMaw,Karma,Vayne,Qiyana,Yone,Sivir,Leona,0
Jayce,Viego,Taliyah,Corki,Nami,KSante,Pantheon,Ryze,Lucian,Sona,0
Rumble,Pantheon,Malphite,Jinx,Rakan,Ambessa,LeeSin,Lissandra,Ezreal,Taric,0
Gwen,XinZhao,Aurora,Ezreal,Pyke,Ambessa,Pantheon,Azir,Jhin,Karma,0
Teemo,Jayce,Yone,Velkoz,Poppy,Yorick,Talon,TwistedFate,Karthus,Nautilus,1
Darius,Taliyah,Aatrox,Xayah,Rammus,Yone,Nocturne,Galio,Kaisa,Neeko,1
Ornn,Naafiri,Orianna,Caitlyn,Thresh,Vayne,Taliyah,Ambessa,Yunara,Neeko,0
Fiora,Ambessa,Hwei,Yunara,Soraka,Kennen,Graves,Yone,Jinx,Vex,1
Aatrox,LeeSin,Ryze,Senna,Sion,Fiora,Ambessa,Azir,Ezreal,Janna,0
Renekton,Ambessa,Aurora,Lucian,Nami,Yorick,Pantheon,Anivia,Jhin,Bard,1
Gnar,Viego,Sion,Jhin,Anivia,Kennen,JarvanIV,LeeSin,Kaisa,Maokai,1
Gnar,JarvanIV,Sylas,Yunara,Braum,Swain,Naafiri,Aurora,Caitlyn,Thresh,0
Ambessa,Graves,Ahri,Caitlyn,Ezreal,Fiora,Vi,Zyra,Varus,Sona,1
Malphite,Pantheon,Singed,Ezreal,Alistar,Teemo,RekSai,Ahri,Kaisa,Blitzcrank,1
Ornn,LeeSin,Ahri,Lucian,Soraka,Poppy,Ambessa,Orianna,Jhin,Neeko,1
Cassiopeia,Naafiri,Zed,Ezreal,Rakan,Irelia,LeeSin,Annie,Jinx,Pyke,1
Camille,Graves,Ahri,Kaisa,Pantheon,Shen,Zyra,Qiyana,Xayah,Elise,0
Jayce,Taliyah,Irelia,Tristana,Yuumi,Jax,Ivern,Vex,Ezreal,Nautilus,1
Urgot,Vi,Ahri,Ezreal,Mel,Sion,LeeSin,Viktor,Tristana,Lulu,0
Ambessa,Khazix,Syndra,Yunara,Bard,Camille,XinZhao,Xerath,Vayne,Swain,1
Swain,LeeSin,Syndra,Caitlyn,Karma,Cassiopeia,Vi,TwistedFate,Jinx,Rakan,0
Cassiopeia,LeeSin,Katarina,Varus,Leona,Jax,XinZhao,Ryze,Sivir,Lulu,0
Varus,Belveth,Ahri,Mel,Nautilus,Darius,Ambessa,Sylas,Jhin,Shen,1
KSante,LeeSin,Leblanc,Ashe,Leona,Camille,JarvanIV,Viktor,Yunara,Neeko,0
Vayne,Nidalee,Yasuo,Ezreal,Janna,Zaahen,XinZhao,Zoe,Smolder,Anivia,0
Ryze,Qiyana,AurelionSol,Ezreal,Blitzcrank,Azir,JarvanIV,Naafiri,Ashe,Anivia,1
Anivia,XinZhao,Mel,Jhin,Maokai,Akali,Khazix,Ambessa,Ashe,Braum,1
KSante,Graves,Katarina,Sivir,Velkoz,Zoe,Nunu,Pantheon,Yunara,Nautilus,1
Kennen,Graves,Leblanc,Lucian,Braum,Malphite,Taliyah,Jayce,Vayne,Nautilus,0
Aatrox,FiddleSticks,Anivia,Ashe,Rakan,Irelia,Talon,Xerath,Draven,Sylas,1
Ambessa,Vi,Aurora,Ezreal,Rell,Camille,JarvanIV,Mel,KogMaw,Lulu,1
Zaahen,Graves,Zoe,Jinx,Lulu,Jax,Brand,Talon,Mel,Pantheon,1
Udyr,Jayce,Zoe,Mel,Bard,Varus,Viego,Xerath,Jinx,Pantheon,0
Riven,Graves,Annie,Kaisa,Thresh,Vayne,Hecarim,Katarina,Ziggs,Poppy,1
Lissandra,Graves,Tristana,Kaisa,Leona,Draven,Viego,Syndra,Corki,Nautilus,1
Sylas,Graves,Aurora,Kaisa,Nautilus,Kled,JarvanIV,Vex,Yunara,Neeko,0
Mordekaiser,Pantheon,Taliyah,Draven,Nami,Aurora,RekSai,Zoe,Lucian,Braum,0
KSante,DrMundo,Mordekaiser,Ezreal,Hwei,Yone,Zyra,Mel,Jhin,Velkoz,1
Renekton,Nasus,Ryze,Varus,Alistar,Aurora,Viego,Xerath,Jhin,Elise,0
Nidalee,Ambessa,Xerath,Ashe,Karma,Sion,FiddleSticks,Galio,Xayah,Rakan,1
KSante,Ambessa,Katarina,Kalista,Renata,Vayne,JarvanIV,Taliyah,Jhin,Karma,1
Gnar,Shyvana,Vex,Jinx,Nautilus,Jayce,Ambessa,Ahri,Yunara,Rell,0
Lissandra,Ambessa,Irelia,Lucian,Maokai,Aurora,Pantheon,Sylas,Jinx,Pyke,0
Zaahen,Naafiri,Mel,Jhin,Leona,Jayce,Rengar,Galio,Ashe,Nautilus,0
Quinn,Ambessa,Katarina,Sivir,Lulu,Zaahen,Graves,Ahri,Varus,Taric,1
Aurora,LeeSin,Leblanc,Kaisa,Leona,Irelia,Viego,Ryze,Ezreal,Karma,1
Renekton,XinZhao,Taliyah,MissFortune,Karma,Darius,Hecarim,Ryze,Kaisa,Alistar,1
Poppy,Shyvana,Mel,Ashe,Anivia,Jayce,Pantheon,Ahri,Draven,Nautilus,1
Poppy,RekSai,Ahri,Yunara,Lulu,Aurora,Pantheon,Mel,Tristana,Nautilus,1
Gnar,Evelynn,Jayce,Sivir,Karma,Yorick,Taliyah,Sylas,Ezreal,Nami,0
Camille,Sylas,Qiyana,Ezreal,Rakan,XinZhao,Lillia,Garen,Sivir,Blitzcrank,0
Teemo,Ambessa,Chogath,Jhin,Pantheon,Mordekaiser,Talon,Galio,Yunara,Sylas,0
Poppy,LeeSin,Sylas,Aphelios,Anivia,Teemo,MonkeyKing,Zed,Jhin,Nautilus,0
Darius,Ambessa,Xerath,Jhin,Rakan,Singed,LeeSin,Viktor,Caitlyn,Elise,1
Irelia,Sejuani,Ziggs,Ezreal,Trundle,Vladimir,Vi,Katarina,MissFortune,Morgana,1
Skarner,JarvanIV,Aurora,Yunara,Blitzcrank,Sion,Pantheon,Azir,Ezreal,Karma,1
Yorick,XinZhao,Zed,Nautilus,Senna,Malzahar,Vi,Ahri,Yunara,Xerath,1
Jayce,Viego,Annie,MissFortune,Rell,Malphite,Graves,Ambessa,Ezreal,Alistar,0
Aatrox,Kindred,Lissandra,Ezreal,Nautilus,Rengar,Graves,Galio,Jhin,Xerath,1
Jax,LeeSin,Lissandra,Ezreal,Gragas,KSante,Ambessa,Mel,Ashe,Neeko,0
Akali,Graves,Sivir,Jhin,KogMaw,Jayce,Zyra,Yasuo,Draven,Thresh,0
Renekton,Sylas,Yasuo,Jhin,Leona,Ambessa,LeeSin,Fizz,Draven,Blitzcrank,1
Kled,Shyvana,Ryze,Aphelios,Thresh,KSante,LeeSin,Sylas,Jinx,Elise,0
Heimerdinger,Viego,Zoe,Sivir,Nautilus,Irelia,Skarner,Udyr,Caitlyn,Elise,0
Vayne,Ambessa,Zoe,Ezreal,Braum,Yasuo,Nidalee,Zed,Kaisa,Nautilus,0
Rumble,Olaf,Annie,Draven,Leona,Cassiopeia,LeeSin,Zoe,Xayah,Nautilus,0
Jayce,XinZhao,Zoe,Lucian,Braum,Zaahen,LeeSin,Leblanc,Ezreal,Karma,1
Gwen,Ambessa,Mel,Kaisa,Rakan,Jayce,Belveth,Kassadin,Ezreal,Braum,1
Gangplank,Shen,Cassiopeia,Kaisa,Skarner,Ryze,Ambessa,Orianna,Yunara,Lulu,0
Renekton,Nidalee,Ziggs,Ezreal,Braum,Rumble,Ambessa,Qiyana,Aphelios,Sona,0
Jayce,Graves,Karthus,Ezreal,Braum,Anivia,LeeSin,Leblanc,Varus,Bard,0
Ambessa,Shyvana,Galio,Yunara,Camille,Renekton,JarvanIV,Ryze,Aphelios,Blitzcrank,0
Vayne,JarvanIV,Zoe,Yasuo,Rakan,Corki,Nidalee,KSante,Hwei,Alistar,1
KSante,Fizz,Yasuo,Draven,Neeko,Kled,Elise,Swain,Jinx,Braum,0
Ambessa,JarvanIV,Galio,Kaisa,Morgana,Malzahar,Viego,Varus,Ezreal,Thresh,0
Jayce,LeeSin,Leblanc,Lucian,Leona,Sion,XinZhao,Xerath,Corki,Nami,1
Malphite,Shyvana,Illaoi,Kaisa,Nautilus,Vayne,Vi,Sylas,Lucian,Yuumi,1
Vladimir,Jayce,TwistedFate,Corki,Rammus,Jax,Sylas,Zed,Yunara,Alistar,1
Gnar,Hecarim,Ryze,Varus,Thresh,Akali,Khazix,Rumble,Ezreal,Karma,0
Zaahen,Kindred,Lissandra,Draven,Poppy,Jax,LeeSin,Sylas,Jhin,Leona,1
Shyvana,Ekko,Xerath,Jhin,Karma,Sett,Sylas,Qiyana,Ezreal,Neeko,0
Shyvana,Jayce,Vladimir,Jhin,Karma,DrMundo,Ambessa,Lux,Vex,Rakan,1
Irelia,Ambessa,Mel,Nilah,Senna,DrMundo,LeeSin,Lux,Ezreal,Nami,1
Irelia,Naafiri,Viktor,Corki,Nami,Camille,Viego,Ryze,Yunara,Senna,1
Fiora,RekSai,Ryze,Lucian,Yuumi,KSante,Sylas,Naafiri,Ezreal,Karma,0
KSante,Graves,Ryze,Lucian,Nami,Camille,DrMundo,Ahri,Ashe,Lulu,1
Jax,Ambessa,Yone,Sivir,Sion,Kayle,Pantheon,Vex,Twitch,Anivia,1
Jayce,Ambessa,TwistedFate,Ashe,Camille,Sion,Nasus,Orianna,Twitch,Pyke,1
Rengar,Nidalee,Lissandra,Aphelios,Blitzcrank,Jax,Naafiri,Sylas,Jinx,Lulu,1
KSante,LeeSin,TwistedFate,Xayah,Bard,Sylas,Ambessa,Yone,Lucian,Pantheon,0
Kayle,LeeSin,Swain,Yunara,Nautilus,Irelia,Qiyana,Ryze,Kaisa,Karma,0
